"client_id","client_first_name","client_middle_name","client_last_name","client_fio_full","client_bday","client_bplace","client_cityzen","client_resident_cd","client_gender","client_marital_cd","client_graduate","client_child_cnt","client_mil_cd","client_zagran_cd","client_inn","client_snils","client_vip_cd","contact_vc","contact_tg","contact_other","contact_email","contact_phone","addr_region","addr_country","addr_zip","addr_street","addr_house","addr_body","addr_flat","addr_area","addr_loc","addr_city","addr_reg_dt","addr_str","fin_rating","fin_loan_limit","fin_loan_value","fin_loan_debt","fin_loan_percent","fin_loan_begin_dt","fin_loan_end_dt","stream_favorite_show","stream_duration","create_date","update_date","source_cd"
"610","заруи","алимпиевна","зущик","зущик заруи алимпиевна","1991-12-16","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","zuhik@speedymail.net","9801458999","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","история игрушек","1226","2020-02-04","2020-02-04","","[227548271]"
"611","галфира","фазировна","серпкова","абдуганиева зитта фазировна","1936-02-23","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","serpkova@tomsk.tv","9032058064","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","симпсоны","895","2022-09-26","2022-09-26","","[155245911, 754290003]"
"612","малохатой","кулемовна","церус","церус малохатой кулемовна","1968-01-09","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","zerus@goatrance.com","9122173645","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","рассказ служанки","1250","2022-05-30","2024-06-12","","[745325534]"
"613","минли-мурат","насреденович","гуцелюк","гуцелюк минли-мурат насреденович","1962-04-20","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","guzeluk@pskov.tv","9257699665","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","секретные материалы","923","2023-06-02","2024-05-14","","[757836286]"
"614","ясаут","лятиф оглы","коротовский","коротовский ясаут лятиф оглы","1975-01-05","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","korotovskij@pookmail.com","9513806597","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","нарко","886","2022-08-14","2024-03-28","","[755797749]"
"615","амшира","ташимовна","шишело","шишело амшира надимовна","1964-12-31","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","hihelo@hardwarefan.com","9159951112","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","""12 angry men""","671","2022-06-19","2023-12-13","","[82505240, 458125718]"
"616","шарафутин","владимрович","жигжитов","жигжитов шарафутин владимрович","1946-03-19","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","zigzitov@k-earthmail.com","9948452951","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","криминальное чтиво","127","2020-01-12","2024-07-25","","[825757020]"
"617","сохиб","гумалат оглы","бахамедов","бахамедов сохиб гумалат оглы","1904-12-14","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","bakamedov@kirov.tv","9566506565","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","звезда родилась","823","2022-05-30","2022-05-30","","[853392563]"
"618","врежик","гумарбекович","дикальчук","дикальчук врежик гумарбекович","1990-07-28","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","dikal_huk@kolyma.org","9205348459","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","красавица и чудовище","530","2024-05-26","2024-05-26","","[1688911]"
"619","нуруллах","кивадатович","баданин","баданин нуруллах кивадатович","1958-08-13","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","badanina@publicist.com","9915545469","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","once upon a time in hollywood","309","2023-05-06","2023-05-06","","[408247618]"
"620","мнира","аллан-оливеровна","каплицкая","каплицкая мнира аллан-оливеровна","1921-08-09","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","kaplizkay@loveemail.com","9819942445","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","темный рыцарь","245","2021-04-27","2021-04-27","","[965460009]"
"621","естер","казыевна","клепцина","клепцина естер казыевна","2048-05-27","с.блиново малмыжского р-на кировской обл.","rus","","ж","","""""","","","","","","""""","""""","""""","""""","klepzina@nightmail.ru","9201518162","24","1103","","заводская","""8""","а","""2""","""""","""""","дивногорск","","""24","","","","","","","","","","","","","[770021681]"
"622","чимитжаб","варановна","чистанова","чистанова чимитжаб варановна","1900-11-02","д. луговое пучежского р-на ивановской обл.","rus","","ж","","""""","","","","","","""""","""""","""""","""""","histanova@5005.lv","9678716303","58","1103","","терновского","""156""","""""","""224""","""""","""""","пенза г","","""58","","","","","","","","","","","","","[497559336]"
"623","хазбек","иродьевич","медиевский","медиевский хазбек иродьевич","1990-06-19","п.березово березовского р-на тюменской обл","rus","","м","","""""","","","","","","""""","""""","""""","""""","medievskij@math.com","9271107100","42","1103","","ленина","""15""","""""","""12""","""""","""""","г белово","","""42","","","","","","","","","","","","","[949822755]"
"624","теллер","гаязитдиновна","суматова","суматова теллер гаязитдиновна","1980-07-06","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","sumatova@lebanese.cc","9959647578","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","остров проклятых","748","2020-06-29","2022-06-13","","[554666748]"
"625","гюли","махировна","гмырак","гмырак гюли махировна","1959-09-25","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","gmyrak@idunno4recipes.com","9398621738","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","back to the future","799","2022-04-11","2023-05-17","","[643791978]"
"626","жарият","амрулловна","чарунина","чарунина жарият амрулловна","1969-10-28","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","harunina@bonbon.net","9208916810","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","гарри поттер и философский камень","1443","2021-09-24","2021-09-24","","[384595213]"
"627","илиза","бекмухаметовна","иммель","минишина луиза бекмухаметовна","1973-01-31","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","immel_@krovatka.net","9551212642","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","безумцы","1379","2022-05-07","2022-05-07","","[5410404, 257298419]"
"628","айвала","бажаевна","дуненбаева","дуненбаева айвала бажаевна","1974-12-22","""""","""""","","ж","","""""","3","","","","","""""","""""","""""","""""","dunenbaeva@portsaid.cc","9129376793","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the matrix reloaded","1158","2023-03-03","2023-09-29","","[824381004]"
"629","мирсагит","шахимович","рагулин","рагулин мирсагит шахимович","1951-10-06","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","ragulin@topnurses.net","9653946109","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","knives out","367","2022-06-15","2022-06-15","","[473661279]"
"630","эльгизар","мирсадыкович","тулумбасов","тулумбасов эльгизар мирсадыкович","1990-12-04","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","tulumbasov@meowmail.com","9627504126","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","король лев","897","2024-07-19","2024-07-19","","[151834299]"
"631","кыял","абдулхалыг оглы","новрузов","новрузов кыял абдулхалыг оглы","1974-05-13","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","novruzov@u2tours.com","9169953173","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","loki","658","2020-10-29","2022-04-16","","[190957038]"
"632","хашао","янгалеевич","стриженко","стриженко хашао янгалеевич","1956-11-23","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","strizenko@techie.com","9394522096","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","money heist","231","2022-06-15","2023-01-21","","[65101784]"
"633","арифя","габжалиловна","бартоломеева","бартоломеева арифя габжалиловна","2049-05-28","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","bartolomeeva@cannabismail.com","9537503483","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","once upon a time in hollywood","628","2019-11-04","2019-11-04","","[259310813]"
"634","хамед","берович","кудяшов","кудяшов хамед берович","1966-07-31","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","kudyhov@mail15.com","9397001230","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","inglourious basterds","525","2024-06-08","2024-06-08","","[491003274]"
"635","яоин","радисович","жейков","жейков каримьян сынтимерович","1984-03-26","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","zehko@mail.com","9422539801","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","дюна","691","2022-02-16","2022-02-16","","[561561739, 664297832]"
"636","кумсият","саидахматовна","сушенова","сушенова кумсият саидахматовна","1947-10-23","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","suhenova@aggressive.com","9669082673","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","mad men","1260","2023-01-27","2023-01-27","","[295157690]"
"637","эгана","зинзуфаровна","вересская","вересская эгана зинзуфаровна","1976-11-27","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","veresskay@madeniggaz.net","9322056431","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","во все тяжкие: путь","579","2020-11-25","2020-11-25","","[949162779]"
"638","марите","яфазовна","клямко","клямко марите яфазовна","1947-01-15","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","klymko@earthling.net","9344071412","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","выживший","846","2022-07-03","2022-07-03","","[566060821]"
"639","сембек","эсонович","мищерин","мищерин сембек эсонович","1969-03-19","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","miherin@email.co.yu","9801573885","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","однажды в голливуде","104","2020-08-10","2020-09-21","","[208979337]"
"640","бисенбай","вилльевич","живайкин","живайкин бисенбай вилльевич","1940-12-08","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","zivajkin@inbox.ru","9904007146","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","кролик джоджо","1277","2022-04-27","2022-04-27","","[874339666]"
"641","аснаф","инирович","химченков","химченков аснаф инирович","0065-09-18","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","kimhenkov@lipetsk.info","9631075370","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","вестсайдская история","1233","2023-01-12","2023-01-12","","[348031453]"
"642","раима","ленатовна","еловенко","еловенко раима ленатовна","1947-03-01","с. большие угоны курской обл.","rus","д","ж","д","н","1","н","н","","","н","""""","""""","""""","elovenko@columnist.com","9642933747","63","1103","","техническая ул","""28""","""""","""""","""""","""""","сызрань","","""63","","","","","8","","","","","","","","[902757115]"
"643","сисембай","беккалиевич","тугайбей","тугайбей сисембай беккалиевич","1964-07-04","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","tugajbej@superintendents.net","9911698359","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","суперсемейка","1290","2023-01-10","2024-01-08","","[759079624]"
"644","сайма","миронович","гатауллин","гатауллин сайма миронович","1942-11-04","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","gataullin@oujda.cc","9673258206","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","остаться в живых","805","2021-01-25","2021-01-25","","[500867786]"
"645","шахан","валериевич","лобастов","лобастов шахан валериевич","1978-05-15","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","lobastov@hotmail.com","9283919574","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","аватар","266","2023-10-30","2023-10-30","","[662268518]"
"646","салисат","мухарьяновна","гуйдо","гуйдо салисат мухарьяновна","1922-06-09","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","gujdo@highschoolemail.com","9916259517","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","красавица и чудовище","210","2022-04-14","2022-04-14","","[647431736]"
"647","лионор","филсарович","зотченко","зотченко лионор филсарович","1958-11-28","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","zothenko@tattoodesign.com","9584501431","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","храброе сердце","540","2021-02-20","2021-02-20","","[107223467]"
"648","мафтуха","рефановна","бейсенбаева","сороконенко мафтуха рефановна","1955-04-29","""""","""""","д","ж","д","""""","1","н","д","","","""""","""""","""""","""""","sorokonenko@zabor.lv","9303238156","66","1103","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","5","","","","the bourne identity","1139","2021-04-06","2023-10-20","","[629456376, 194526851]"
"649","миргаяз","казтаевна","сташинская","сташинская миргаяз казтаевна","2001-08-06","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","stahinskay@writeme.com","9095267229","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","не время умирать","250","2021-11-27","2021-11-27","","[118796377]"
"650","нурлиан","вилевич","дзядик","космик гаиб вилевич","1918-02-03","""""","""""","н","м","н","""""","0","н","д","","","""""","""""","""""","""""","dzydik@radio.fm","9286116430","24","1103","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","8","","","настоящий детектив","736","2024-03-25","2024-08-15","","[334235316, 185122866]"
"651","леонила","ринчинсуруновна","абдеева","абдеева леонила ринчинсуруновна","1970-11-15","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","abdeeva@eminemfans.com","9044729314","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the incredibles","221","2020-03-27","2020-03-27","","[193689500]"
"652","галинур","валентинови","ивукин","ивукин галинур валентинови","1980-01-27","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","ivukin@puppetweb.com","9176696096","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","начало","1180","2024-03-12","2024-03-12","","[237701812]"
"653","слухан","эмануэльевна","баборыко","баборыко слухан эмануэльевна","1928-02-01","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","baboryko@oujda.biz","9585009528","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","parks and recreation","822","2021-11-22","2021-11-22","","[677968186]"
"654","фрунзик","гусейн ага оглы","самоловских","самоловских фрунзик гусейн ага оглы","1966-09-09","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","samolovskik@chillymail.com","9518801309","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","no time to die","1153","2020-05-23","2022-04-02","","[918048613]"
"655","жасмен","фаязовна","петрина","петрина жасмен фаязовна","1947-10-21","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","petrina@nm.ru","9861535805","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","доктор кто","1200","2024-03-15","2024-07-25","","[801711385]"
"656","консулу","анкиндиновна","щеникова","щеникова консулу анкиндиновна","1989-10-21","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","henikova@najaf.cc","9859768964","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the irishman","241","2021-04-30","2021-04-30","","[586491427]"
"657","гыльхаят","минизакиевна","насиева","насиева гыльхаят минизакиевна","1935-03-12","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","nasieva@surgut.tv","9286257121","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","храброе сердце","999","2024-08-26","2024-08-26","","[165535512]"
"658","кежик-оол","михайловаич","пятыгин","пятыгин кежик-оол михайловаич","1960-09-13","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","pytygin@gohip.com","9704118326","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","euphoria","949","2023-07-30","2023-07-30","","[2210867]"
"659","агасин","макасович","сатыгулов","сатыгулов агасин макасович","1989-04-08","""""","""""","н","м","д","""""","1","н","д","","","""""","""""","""""","""""","satygulov@berlin.com","9506192280","71","1103","","некрасова","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","волк с уолл-стрит","302","2024-05-19","2024-06-11","","[162872010, 644728394]"
"660","абдулкафар","куршутович","бакусов","бакусов абдулкафар куршутович","1971-05-14","с.пады балашовского района саратовской области","rus","","м","","""""","","","","","","""""","""""","""""","""""","bakusov@stylefan.com","9564206564","68","1103","","октябрьская","""72""","""""","""30""","""""","""""","мичуринск","","""68","","","","","","","","","","","","","[859600085]"
"661","уразай","хразоленовна","сиротина-карпова","сиротина-карпова уразай хразоленовна","1983-08-04","""""","""""","д","ж","д","""""","3","н","н","","","""""","""""","""""","""""","sirotina-karpova@blackandchristian.com","9543516795","","1103","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","2","149900","","","10","1128","2017-06-21","2021-06-07","","[546324058, 887957422]"
"662","сабырхан","ахметзакиевич","захардяев","захардяев сабырхан ахметзакиевич","0077-07-14","рузаевка  мсср","rus","","м","","""""","","","","","","""""","""""","""""","""""","zakardyev@samara.biz","9967109414","61","1103","","чайковского","""11""","""""","""1""","""""","""""","зверево","","""61","","","","","","","","","","","","","[928830630]"
"663","курбанназар","пулатжонович","неживый","неживый курбанназар пулатжонович","1977-08-30","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","nezivyj@sinai.cc","9559415782","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","бойцовский клуб","778","2021-03-29","2021-03-29","","[748911748]"
"664","владелина","тойвовна","мосурь","мосурь владелина тойвовна","1983-07-23","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","mosur_@dreamstop.com","9091385470","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","игра престолов","1068","2023-01-22","2024-01-27","","[395768906]"
"665","тайлу","фатхиевна","огольцова","огольцова тайлу фатхиевна","1940-02-15","район имени лазо хабаровского края","rus","д","ж","д","н","2","н","д","","","н","""""","""""","""""","ogol_zova@whoever.com","9544626920","86","1103","","крылова","""5""","""""","""30""","""""","""""","""""","","""86","","","","","4","","","","","","","","[31272260]"
"666","жаслан","мураевич","люкшенко","люкшенко жаслан мураевич","1954-05-17","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","lukhenko@journalist.com","9421209672","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","big little lies","634","2020-08-27","2020-08-27","","[545943245]"
"667","гедиминас","рэмович","подплитников","подплитников гедиминас рэмович","1901-06-17","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","podplitnikov@championboxing.com","9259121935","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","корона","370","2021-11-14","2021-11-14","","[356937474]"
"668","жамиль","кабиболлаевич","дворянин","дворянин жамиль кабиболлаевич","1991-10-04","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","dvorynin@tumen.biz","9028265258","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","loki","992","2021-07-18","2021-07-18","","[924825878]"
"669","инна","чарыяргулыевна","кадач","кадач инна чарыяргулыевна","1946-11-19","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","kadah@soulja-beatz.org","9817578196","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the expanse","1281","2022-09-14","2022-09-14","","[62267854]"
"670","катарина","норматович","раимгулов","раимгулов катарина норматович","1991-10-14","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","raimgulov@zambia.cc","9813921978","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","побег из шоушенка","1102","2023-09-01","2023-09-01","","[382067317]"
"671","ана","хе","оленич","оленич ана хе","1924-03-08","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","olenih@volleyballmail.com","9683293496","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","""1917""","20","2021-07-01","2023-12-07","","[856752080]"
"672","магсуд","дереникович","михалевский","михалевский магсуд дереникович","1932-03-23","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","mikalevskij@yemeni.cc","9522241916","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","социальная сеть","1196","2021-04-07","2022-07-13","","[373765083]"
"673","мы-ди","макеновна","чудеснова","чудеснова мы-ди макеновна","1929-11-28","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","hudesnova@penza.tv","9932136596","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","гладиатор","796","2019-09-07","2019-09-07","","[418902154]"
"674","залвард","андриановна","застенчик","застенчик залвард андриановна","2001-11-28","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","zastenhik@mauiemail.com","9164789382","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","парк юрского периода","837","2022-07-20","2024-06-10","","[587482060]"
"675","хамдия","капровна","казагаева","казагаева хамдия капровна","1961-10-18","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","kazagaeva@stylefan.com","9653289176","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","la la land","477","2023-05-11","2023-05-11","","[382791548]"
"676","рахманжан","вольфганговна","бакуто","бакуто рахманжан вольфганговна","1964-11-11","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","bakuto@dhofar.cc","9328544929","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","fargo","698","2022-12-17","2022-12-17","","[351604061]"
"677","давлатжон","шеахматович","оришак","оришак давлатжон шеахматович","1990-08-06","""""","""""","","м","","""""","3","","","","","""""","""""","""""","""""","orihak@obrazovanie.net","9227289038","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","джанго освобожденный","914","2021-02-26","2021-02-26","","[593960941]"
"678","гулшат","адигановна","опарко","опарко гулшат адигановна","1903-09-16","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","oparko@nicedriveway.com","9681185309","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","помни","1257","2020-11-27","2020-11-27","","[282119020]"
"679","гняскиря","аджихалил кзы","лялюшко","лялюшко гняскиря аджихалил кзы","1994-04-18","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","lyluhko@classprod.com","9082002779","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","отель «гранд будапешт»","620","2021-09-15","2021-09-15","","[572399664]"
"680","алишев","тальгатович","калачёв","калачёв алишев тальгатович","1938-05-28","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","kalahev@lebanese.cc","9023277210","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","кролик джоджо","1004","2022-08-01","2023-05-04","","[418328851]"
"681","зейнутин","курбиевич","гавзинский","гавзинский зейнутин курбиевич","1925-10-01","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","gavzinskij@docemail.com","9118147081","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","рассказ служанки","617","2020-08-24","2020-08-24","","[498306479]"
"682","айсара","бикбулатовна","балмурзина","балмурзина айсара мураталиевна","1934-01-02","""""","""""","","ж","","""""","1","","","","","""""","""""","""""","""""","balmurzina@tver.biz","9416887457","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","побег из шоушенка","866","2024-03-26","2024-03-26","","[215110005, 154873402]"
"683","ильзат","юсуф оглы","стафецкий","стафецкий ильзат юсуф оглы","1938-12-20","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","stafezkij@supermail.ru","9225227308","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","encanto","1012","2020-11-16","2021-10-10","","[452202936]"
"684","айвенго","кенжагалиевич","гарныш","гарныш айвенго кенжагалиевич","1933-06-04","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","garnyh@suez.cc","9967699423","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","холодное сердце","575","2024-07-07","2024-07-14","","[580111374]"
"685","кадырболат","абдулряхимович","болобошко","болобошко кадырболат абдулряхимович","1968-01-20","""""","""""","","м","","""""","1","","","","","""""","""""","""""","""""","bolobohko@company.org.ua","9429693128","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the boys","1393","2020-10-08","2020-10-08","","[718675596]"
"686","иургуль","флерьяновна","бладцева","бладцева иургуль флерьяновна","1957-04-21","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","bladzeva@autoindia.com","9226707302","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","the umbrella academy","564","2024-02-04","2024-02-04","","[861044831]"
"687","салахбек","вефхович","астратенков","астратенков салахбек вефхович","1934-07-12","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","astratenkov@tomsk.info","9003501368","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","семь","435","2021-08-21","2021-08-21","","[542972450]"
"688","темир","жандарович","абаренков","абаренков темир каграман","1923-02-11","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","abarenkov@pediatrician.com","9028786351","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","начало","1313","2023-01-01","2021-01-03","","[817219655, 96712037]"
"689","жахонгир","шахахмедович","костенюков","костенюков жахонгир шахахмедович","1964-06-09","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","kostenukov@hiphopmail.com","9339725012","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","шоу трумана","1276","2020-06-17","2020-06-17","","[415140651]"
"690","вугар","мунхоевич","шаронин","шаронин вугар мунхоевич","1972-05-08","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","haronin@chemist.com","9275112609","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","клан сопрано","1401","2024-07-03","2024-07-03","","[783100423]"
"691","абдумитал","ушангиевич","аушакимов","аушакимов абдумитал ушангиевич","1979-09-15","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","auhakimov@iphon.biz","9232696818","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","достать ножи","786","2022-10-18","2022-10-18","","[222063058]"
"692","уран","фирсовна","глазкова","глазкова уран фирсовна","1941-01-03","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","glazkov@guinea.cc","9517234492","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","бегущий по лезвию 2049","564","2022-10-18","2022-10-18","","[148222870]"
"693","арусяк","ивойловна","лидун","лидун арусяк ивойловна","1958-12-28","""""","""""","","ж","","""""","2","","","","","""""","""""","""""","""""","lidun@samerica.com","9804643805","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","beauty and the beast","564","2020-04-02","2021-11-26","","[886995432]"
"694","теймуршах","раисовна","ходжиев","ходжиев теймуршах раисовна","1926-02-24","""""","""""","","м","","""""","2","","","","","""""","""""","""""","""""","kodziev@inbox.ru","9839045225","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","мир дикого запада","694","2020-06-14","2020-06-14","","[960080016]"
"695","осимхан","машарипбаевич","хадралинов","хадралинов осимхан машарипбаевич","1929-08-10","""""","""""","","м","","""""","0","","","","","""""","""""","""""","""""","kadralinov@riversongs.net","9901443805","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","a star is born","108","2019-12-18","2022-10-22","","[779236969]"
"696","лимуза","газнавиевна","понежина","базмажьян лимуза асифовна","1973-04-18","""""","""""","","ж","","""""","0","","","","","""""","""""","""""","""""","bazmaz_yn@intimatefire.com","9143954049","","","","""""","""""","""""","""""","""""","""""","""""","","""""","","","","","","","","начало","1298","2022-02-09","2023-03-14","","[215553454, 934710832]"
